headerdatestamp|headeridentifier|headersetSpec|metadata.mods.accessCondition#text|metadata.mods.accessCondition@type|metadata.mods.accessCondition@xlink:href|metadata.mods.genre#text|metadata.mods.genre@authority|metadata.mods.language.languageTerm#text|metadata.mods.language.languageTerm@type|metadata.mods.location.url.0#text|metadata.mods.location.url.0@access|metadata.mods.location.url.0@usage|metadata.mods.location.url.1#text|metadata.mods.location.url.1@access|metadata.mods.name.role.roleTerm#text|metadata.mods.name.role.roleTerm@type|metadata.mods.namenamePart|metadata.mods.note.0|metadata.mods.note.1|metadata.mods.note.2|metadata.mods.note.3|metadata.mods.note.4|metadata.mods.note.5|metadata.mods.originInfo.0publisher|metadata.mods.originInfo.1dateOther|metadata.mods.originInfopublisher|metadata.mods.physicalDescription.0note|metadata.mods.physicalDescription.1internetMediaType|metadata.mods.physicalDescriptioninternetMediaType|metadata.mods.relatedItem.titleInfotitle|metadata.mods.subject.0geographic|metadata.mods.subject.10topic|metadata.mods.subject.11topic|metadata.mods.subject.12topic|metadata.mods.subject.13topic|metadata.mods.subject.14topic|metadata.mods.subject.15topic|metadata.mods.subject.16topic|metadata.mods.subject.17topic|metadata.mods.subject.18topic|metadata.mods.subject.19topic|metadata.mods.subject.1geographic|metadata.mods.subject.20topic|metadata.mods.subject.21topic|metadata.mods.subject.22topic|metadata.mods.subject.23topic|metadata.mods.subject.24topic|metadata.mods.subject.25topic|metadata.mods.subject.26topic|metadata.mods.subject.27topic|metadata.mods.subject.28topic|metadata.mods.subject.29topic|metadata.mods.subject.2geographic|metadata.mods.subject.30topic|metadata.mods.subject.31topic|metadata.mods.subject.32topic|metadata.mods.subject.33topic|metadata.mods.subject.3geographic|metadata.mods.subject.4geographic|metadata.mods.subject.4topic|metadata.mods.subject.5geographic|metadata.mods.subject.5topic|metadata.mods.subject.6geographic|metadata.mods.subject.6topic|metadata.mods.subject.7topic|metadata.mods.subject.8topic|metadata.mods.subject.9topic|metadata.mods.titleInfo.0title|metadata.mods.titleInfo.1title|metadata.mods.titleInfo.2title|metadata.mods.titleInfotitle|metadata.mods@version|metadata.mods@xmlns|metadata.mods@xmlns:xlink|metadata.mods@xmlns:xsi|metadata.mods@xsi:schemaLocation|metadata.modstypeOfResource
2019-06-18T15:10:22Z|garner_75|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A75|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A75/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a full lenth portrait of a African American woman, probably a teenager, standing on grass. She is wearing a long white dress with a decorative high collar and smocking below the neckline. Her left hand is in her pocket; she is wearing a wide brim hat. There are trees and shrubs in the background.|Document ID: bcapp00222|Original ID: Garner 189|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Plants - Tennessee - Maryville|Women - Tennessee - Maryville|Portrait|    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Hats|    |Students - Tennessee - Maryville|    |Clothing and dress|Teenagers - Tennessee - Maryville|African Americans - Tennessee - Maryville|Dresses - Tennessee - Maryville|    |    |    |Young African American woman wearing a hat standing outside|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_21|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A21|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A21/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a group of two men, two women, and two children with a covered wagon loaded with their possessions and drawn by two oxen. One woman, who is wearing a striped blouse with a checked skirt and a hat, is sitting in the wagon with one arm resting on the legs of an upside down chair that has a pail over one leg; she has on glasses. There is a small boy riding on one of the oxen; his hand is being held by a man dressed in a suit with a vest and an open shirt collar. Next to him is a man in a striped shirt, a vest and pants; this man has whiskers and is wearing a bowler hat. The other woman, wearing a floral blouse and a hat, is standing in front of the oxen holding a small child. Behind the group are fields of crops with knobs and a mountain in the background. In front is a split rail fence with several strings of barbed wire on the top and a gate. In front of the group, the back of a carriage with a covering is visible; a woman wearing a hat is sitting inside.|Document ID: bcapp00136|Original ID: Garner 16|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Groups|Farms - Tennessee - Blount County|Fences - Tennessee - Blount County|Trees - Tennessee - Blount County|Ox teams - Tennessee - Blount County|Whiskers - Tennessee - Blount County|Wheels|Barbed wire - Tennessee - Blount County|Travelers - Tennessee - Blount County|Eyeglasses|Women - Tennessee - Blount County|Transportation|Covered wagons - Tennessee - Blount County|Men - Tennessee - Blount County|Gates - Tennessee - Blount County|Bowler hats - Tennessee - Blount County|Children - Tennessee - Blount County|Croplands - Tennessee - Blount County|Group portraits|    |    |    |Agriculture|    |    |    |    |Blount County, Tennessee|Southern Appalachia|    |Cades Cove, Tennessee|    |Maryville, Tennessee|    |Clothing and dress - Tennessee - Blount County|Mountains - Tennessee|Boys - Tennessee - Blount County|    |    |    |Mountain travelers near Bright Home along the Little Tennessee River|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_27|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A27|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A27/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a wood frame house with two gables, a dormer, a chimney, and a front porch. The gables are stained glass. There are trees next to the porch, in the right foreground, and behind the house. The house and an open shed have wood shingle roofs. There are logs in the open shed.|Document ID: bcapp00201|Original ID: Garner 18|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (7 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 67.|Blount County, Tennessee|Houses - Tennessee - Blount County|Chimneys - Tennessee - Blount County|Buildings|Architectural elements|Outbuildings - Tennessee - Blount County|Wooden buildings - Tennessee - Blount County|Porches - Tennessee - Blount County|    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Dormers - Tennessee - Blount County|    |Gables - Tennessee - Blount County|    |Roofs - Tennessee - Blount County|Trees - Tennessee - Blount County|Stained glass - Tennessee - Blount County|Windows - Tennessee - Blount County|    |    |    |Bright Home on the Little Tennessee|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_90|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A90|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A90/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows an outdoor structure with four log columns, wooden beams, a ceiling, and a dirt floor covered with leaves. Inside in the background there is a tent with the flaps open; at the opening there is a United States flag and a folding chair with blankets on the ground and a lantern hanging from a cut tree branch. There may be a light bulb hanging from the ceiling. There are animal pelts hanging from three of the columns, one of which is probably from a spotted deer. There is a tree, probably cut, in the backgound with at least three opossums, probably stuffed, on the branches. There are kettles and pans and eating utensils, including cups. There is a metal hood with a metal chimney vent over the cooking area, which has logs on the ground with a wooden pole across the top resting on a pole with a Y-notch. There is an axe at the base of one of the columns and a pouch hanging from another.|Document ID: bcapp00154|Original ID: Garner 65|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Buildings|Outdoor cookery - Tennessee - Blount County|Blankets|Freedman's Normal Institute (Maryville, Tennessee)|Leaves|Tents - Tennesse - Blount County|Opossums - Tennessee|Fuelwood|Camps - Tennessee - Blount County|Hides and skins|Folding chairs|Blount County, Tennessee|Axes|Kettles|Crates|Picnic baskets|Deer|Pot and pans|    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Cooking utensils|    |Columns - Tennessee - Blount County|Flags - American|Lanterns|Chimneys - Tennessee - Blount County|    |    |    |Freedman's Normal Institute camp area|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_114|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A114|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A114/datastream/TN/view|preview|creator|text|W. O. Garner|Shows farm consisting of a cabin, barn, and outbuildings; barn is surrounded by a fence. Horses are grazing in the field. Background shows gap between mountains with trees on the hillside.|Document ID: bcapp00091|Original ID: Garner 124|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 82.|Swain County, North Carolina|Passes (Landforms) - North Carolina|Passes (Landforms) - Tennessee|Trees - North Carolina - Swain County|Cabins - North Carolina - Swain County|Buildings|Horses - - North Carolina - Swain County|Outbuildings - North Carolina - Swain County|Agriculture|    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Agricultural facilities - North Carolina - Swain County|    |Barns - North Carolina - Swain County|Wooden buildings - North Carolina - Swain County|Farms - North Carolina - Swain County|Fences - North Carolina - Swain County|    |    |    |Dalton Gap, closeup of farm|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_31|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A31|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A31/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a horse with three small boys and two girls sitting on a blanket on it. A woman dressed in a striped blouse with a scarf around her neck, a long skirt, and a brimmed hat stands in front of the horse. The woman is wearing pants under her skirt. Behind the horse are two men dressed in shirts and pants and wearing hats; one man has on a coat and the other is holding a rifle on his shoulder. The ground has grass and an outcropping of rocks.|Document ID: bcapp00142|Original ID: Garner 33|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1900 - 1901|    |Photographic prints (5 x 8 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 53, closeup p. 54.|Great Smoky Mountains National Park|Scarves|Clothing and dress|Horses - Tennessee|Horseback riding - Tennessee|Hats|Recreation|Children riding horses - Tennessee|Women - Tennessee|Sightseers - Tennessee|Geographic features|Blount County, Tennessee|Jane Burchfield Tipton|Laura Tipton|    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |Cades Cove, Tennessee|Maryville, Tennessee|    |    |Rifles|    |Gregory Bald, Tennessee|Men - Tennessee|Rocks - Tennessee|Children - Tennessee|    |    |    |Mountaineers on Bald; Jane Burchfield Tipton and daughter Laura|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_57|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A57|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A57/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a snow covered scene of a large wood frame house with decorative elements in the gables and porch with a widows walk on top. There is a curved porch and three sets of steps that lead up it. There is a wooden fence in the foreground. There are trees.|Document ID: bcapp00157|Original ID: Garner 71|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1895 - 00 - 00|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 15.|Blount County, Tennessee|Steps - Tennessee - Maryville|Snow - Tennessee - Maryville|Wooden buildings - Tennessee - Maryville|Architectural elements|Porches - Tennessee - Maryville|Buildings|    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Firs - Tennessee - Maryville|    |Houses - Tennessee - Maryville|    |Gables - Tennessee - Maryville|Burger House (Maryville, Tennessee)|Fences - Tennessee - Maryville|Trees - Tennessee - Maryville|    |    |    |Burger House, Maryville, Tennessee, Broadway and Morganton Road (now Lamar Alexander Parkway)|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_68|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A68|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A68/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a young man wearing in a suit, vest, and small bow tie.|Document ID: bcapp00217|Original ID: Garner 180 (album 105)|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1874 - 1879|    |Photographic prints (4 x 5 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 4.|Blount County, Tennessee|Neckties|    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Hairstyles - Tennessee - Blount County|    |Clothing and dress|    |Men - Tennessee - Blount County|Portraits|W. O. Garner, 1858-1940|Suits (Clothing)|    |    |    |W. O. Garner portrait|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_107|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A107|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A107/datastream/TN/view|preview|creator|text|Garner, William Orland|Shows a view looking down and towards the distance of a snow covered landscape. There are two tiers of mountains as a backdrop to the snow covered fields. There are many evergreen trees visible as well as a few fences.|Document ID: bcapp00134|Original ID: Garner 12|    |    |    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|Photographic prints (8 x 10 inches)|image/jpeg|    |    |Blount County, Tennessee|Chilhowee Mountain|Firs - Tennessee - Maryville|    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Fences - Tennessee - Maryville|    |Views - Tennessee - Maryville|    |Snow - Tennessee - Maryville|Mountains - Tennessee|Maryville, Tennessee|Winter - Tennessee - Maryville|    |    |    |View from Burger House, Broadway and Morganton Road, looking towards the south|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_62|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A62|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A62/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a young girl, probably in her early teens, holding a short haired cat. She is standing next to a column, probably of a porch; in the background there is a fence and small trees. She is dressed in a blouse with a high collar and ties and a skirt; her hair is pulled back.|Document ID: bcapp00178|Original ID: Garner 207|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|    |    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Cats - Tennessee|    |Fences - Tennessee - Maryville|    |Girls - Tennessee - Maryville|Clothing and dress|Trees - Tennessee - Maryville|Hairstyles - Tennessee - Maryville|    |    |    |Girl holding a cat|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_84|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A84|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A84/datastream/TN/view|preview|creator|text|W. O. Garner|Show a group of children wearing bathing suits on a platform in a river. On the left end of the platform there is an older girl sitting with her feet in the water. Next to her there are three girls standing, an older boy with an oar in his hands, and two other boys standing. On the right end there is a boy and another child sitting with their feet in the water. There is another child standing in the water holding a dog. There are mountains in the background.|Document ID: bcapp00179|Original ID: Garner 221|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (3 1/2 x 4 inches)|image/jpeg|    |    |Blount County, Tennessee|Children - Tennessee|Girls - Tennessee|Bathing suits|Swimmers - Tennessee|Clothing and dress|Mountains - Tennessee|    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Recreation|    |Dogs - Tennessee|    |Boys - Tennessee|Geographic features|Rivers - Tennessee|Group portraits|    |    |    |Children dressed in bathing suits on a platform in a river|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_7|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A7|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A7/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a standing African American girl dressed in a long dress with hearts on it. She has on a hat which has a heart with an arrow through it and a butterfly on the front; she is holding a basket in one hand.|Document ID: bcapp00116|Original ID: Garner 194A|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (3 1/2 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Freedman's Normal Institute (Maryville, Tennessee) - Students|African Americans - Children - Tennessee - Maryville|Portraits|African Americans - Tennessee - Maryville|    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Girls - Tennessee - Maryville|    |Baskets|    |Holidays - Tennessee - Maryville|Celebrations and ceremonies|Students - Tennessee - Maryville|Costumes - American|    |    |    |Young girl dressed in a costume for Valentine's day|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_72|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A72|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A72/datastream/TN/view|preview|creator|text|W. O. Garner|Shows a small wooden barge carrying men and a horse across a river. On the tree covered shore is a two story wooden frame building.|Document ID: bcapp00158|Original ID: Garner 72|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, closeup p. 66.|Little Tennessee River|Barges - Tennessee - Blount County|Tellico River|Rivers - Tennessee - Monroe County|Ferries - Tennessee - Blount County|Buildings|Little Tennessee River|Abandoned buildings - Tennesee - Monroe County|Rivers - Tennessee - Blount County|Geographic features|Transportation|Monroe County, Tennessee|    |    |    |    |    |    |    |    |    |    |Blount County, Tennessee|    |    |    |    |Southern Appalachia|Cades Cove, Tennessee|    |Maryville, Tennessee|    |    |Trees - Tennessee - Monroe County|Wooden buildings - Tennessee - Monroe County|Horses - Tennessee|Coastlines - Tennessee - Monroe County|    |    |    |Niles Ferry, Little Tennessee, at the mouth of the Tellico River with abandoned broom handle factory on the opposite shore|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_104|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A104|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A104/datastream/TN/view|preview|creator|text|Gilbert and Bacon, photographers, Philadelphia, Pennsylvania|Shows a portrait of a man dressed in a high collar shirt with a white bowtie and a suitcoat. He has a mustache.|Document ID: bcapp00113|Original ID: Garner 187|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1903|    |Photographic print (4 x 6 inches)|image/jpeg|    |    |Blount County, Tennessee|Mustaches|    |    |    |    |    |    |    |    |    |Southern Appalachia|    |    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Freedman's Normal Institue (Maryville, Tennessee) - Administration|    |Occupations|    |Clothing and dress|W. W. Hastings|School principals - Tennessee - Maryville|Portraits|    |    |    |W. W. Hastings, principal of Freedman's Institute, Maryville, Tennessee; father of Letitia Hastings Garner|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_3|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A3|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A3/datastream/TN/view|preview|creator|text|W. O. Garner|Birthday party picnic on the porch of the Burger or Garner house. Shows three women, two men and three children. Food, including corn on the cob piled on a plate, watermelon, boiled eggs, bread, lemonade, and a birthday cake with candles, is arranged on a rug laid on the porch floor. The people are seated on chairs, cushions, and a hammock. The porch has ornate columns and a railing.|Document ID: bcapp00082|Original ID: Garner 102|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1890 - 1899|    |Photographic prints (8 x 10 inches)|image/jpeg|    |Garner, William Orland, 1858-1940 (William Orland) Blount County remembered : the 1890's photography of W.O. Garner / Maryville, TN : Blount County Genealogical and Historical Society, c1991, p. 21, closeup 19.|Blount County, Tennessee|Lizzie Burger|Recreation|Joe Burger|Garner Family|Carl Burger|Burger House (Maryville, Tennessee)|Burger Family|Picnics - Tennessee - Maryville|Cakes - Tennessee - Maryville|Rugs|Southern Appalachia|Eating and drinking - Tennessee - Maryville|Maryville, Tennessee - Social life and customs|Hammocks|Group portraits - Tennessee - Maryville|Pillows|Birthday parties - Tennessee - Maryville|Clothing and dress - Tennessee - Maryville|Herman Garner|Letitia Hastings Garner|Watermelons|Cades Cove, Tennessee|Knox Burger|Men - Tennessee - Maryville|Boys - Tennessee - Maryville|    |Maryville, Tennessee|    |Jane Simmons|    |Families - Tennessee - Maryville|    |Girls - Tennessee - Maryville|Architectural elements|Porches - Tennessee - Maryville|Women - Tennessee - Maryville|Picnic on a porch|Birthday party on the front porch; Herman Garner, Letitia Garner, Joe Burger, Mrs. Burger, Carl Burger, Mrs. Simmons, Karl Garner, and Knox Burger|    |    |3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
2019-06-18T15:10:22Z|garner_66|garner|Copyright Not Evaluated|use and reproduction|http://rightsstatements.org/vocab/CNE/1.0/|image|dct|en|text|https://digital.lib.utk.edu/collections/islandora/object/garner%3A66|object in context|primary display|https://digital.lib.utk.edu/collections/islandora/object/garner%3A66/datastream/TN/view|preview|creator|text|W. O. Garner|Shows an abandoned wooden frame two-story house with a picket fence around it on the upper bank of a creek. Between the house and the fence there is a canvas covering and to the right of the house there is a tent. There are people standing in three of the open doors on the second story and three women and a girl are sitting in the fence opening. Standing at the edge of the creek there are two boys and standing in the water there is a dog. There are bushes at the edge of the water, a large tree in front of the tent, and other plants and trees in the background.|Document ID: bcapp00215|Original ID: Garner178|    |    |    |The University of Tennessee Libraries, Knoxville, Tennessee|1902 - 00 - 00|    |Photographic prints (4 x 5 inches)|image/jpeg|    |    |Blount County, Tennessee|Dogs - Tennessee - Blount County|Group portraits|Abandoned buildings - Tennessee - Blount County|Abrams Creek (Tennessee)|Tents - Tennessee - Blount County|Camping - Tennessee - Blount County|Streams - Tennessee - Blount County|Recreation|Garner Family|Wooden building - Tennessee - Blount County|Southern Appalachia|Fences - Tennessee - Blount County|    |    |    |    |    |    |    |    |    |Cades Cove, Tennessee|    |    |    |    |Maryville, Tennessee|    |Coastlines - Tennessee - Blount County|    |Buildings|    |Women - Tennessee - Blount County|Houses - Tennessee - Blount County|Boys - Tennessee - Blount County|Trees - Tennessee - Blount County|    |    |    |Camping at Pleasant Henry House on Abrams Creek near the Little Tennessee River|3.5|http://www.loc.gov/mods/v3|http://www.w3.org/1999/xlink|http://www.w3.org/2001/XMLSchema-instance|http://www.loc.gov/mods/v3 http://www.loc.gov/standards/mods/v3/mods-3-5.xsd|still image
